member_id,member_name,committee_id,committee_name,is_member
771,אבי (משה) דיכטר,113,"ועדה משותפת חו""ב וכספים לנושא פרק ה, סעיפים 30 עד 41 (עקרונות לקביעת תקציב הביטחון)",False
771,אבי (משה) דיכטר,82,ועדה משותפת חוץ וביטחון ופנים לדיון בהארכת תוקף חוק האזרחות והכניסה לישראל,False
771,אבי (משה) דיכטר,87,ועדה משותפת חוץ וביטחון-חוקה לעניין הצורך להכריז על מצב חירום,False
771,אבי (משה) דיכטר,118,"ועדה משותפת כלכלה ופנים לדיון בהצ""ח תאגידי מים וביוב",False
771,אבי (משה) דיכטר,122,"ועדה משותפת (כלכלה+כנסת) לדיון בהצ""ח השידור הציבורי הישראלי (תיקון מספר 7), התשע""ז-2017",False
771,אבי (משה) דיכטר,63,ועדה משותפת כלכלה - כספים לקידום התחרות בענף המזון,False
771,אבי (משה) דיכטר,70,"ועדה משותפת לדיון בהצעות חוק הביטוח הלאומי (חישוב דמי לידה למבוטחת עצמאית), התשע""ד-2014",False
771,אבי (משה) דיכטר,71,"ועדה משותפת לדיון בהצעת חוק למניעת הטרדה מינית (תיקון - העברת נטל ההוכחה במקרה של פיטורין בשל הגשת תלונה על הטרדה מינית), התשע""ג-2013",False
771,אבי (משה) דיכטר,105,"ועדה משותפת לדיון בהצעת חוק מימון מפלגות (תיקון - הגדרת גוף פעיל בבחירות) התשע""ו-2016 (פ/2785/20) של ועדת הכנסת וועדת החוקה חוק ומשפט",False
771,אבי (משה) דיכטר,91,"ועדה משותפת לוועדה המיוחדת לדיון בהצעות חוק הרשות הממשלתית להתחדשות עירונית, הצ""ח שירותים פיננסיים והצ""ח לתיקון פקודת מס הכנסה ולוועדת הכלכלה",False
771,אבי (משה) דיכטר,96,ועדה משותפת לוועדה המיוחדת להתחדשות עירונית ולוועדת החוקה בהצעת חוק פינוי בינוי (פיצויים)(תיקון מס 4,False
771,אבי (משה) דיכטר,116,ועדה משותפת לוועדת החוקה והמדע לדיון בהצעות חוק בנושא הסרת תוכן שפרסומו מהווה עבירה מרשת האינטרנט,False
771,אבי (משה) דיכטר,112,"ועדה משותפת לוועדת החוקה וחו""ב לדיון בהצעות חוק ההסדרה",False
771,אבי (משה) דיכטר,47,"ועדה משותפת לוועדת החוקה, חוק ומשפט וועדת החוץ והביטחון לפי סעיף 4(ה) לחוק האזנת סתר",False
771,אבי (משה) דיכטר,78,"ועדה משותפת לוועדת החוקה, חוק ומשפט ולוועדת הכספים לפי חוק ביטוח רכב מנועי",False
771,אבי (משה) דיכטר,75,"ועדה משותפת לוועדת הכלכלה ולוועדת החינוך, התרבות והספורט לפי חוק הרשות השניה לטלוויזיה ורדיו",False
771,אבי (משה) דיכטר,89,"ועדה משותפת לוועדת העבודה, הרווחה והבריאות וועדת החוץ והביטחון לפי חוק השירות הלאומי-אזרחי, התשע""ד-2014",False
771,אבי (משה) דיכטר,93,"ועדה משותפת לוועדת הפנים והגנת הסביבה וועדת הכלכלה לדיון בהצעת חוק המים (תיקון מספר 27), התשע""ו-2016 (מ/1008) ",False
771,אבי (משה) דיכטר,50,ועדה משותפת לעניין חוק נכסים של נספי שואה,False
771,אבי (משה) דיכטר,37,ועדה משותפת לתקציב הביטחון,False
771,אבי (משה) דיכטר,43,ועדה משותפת לתקציב הכנסת,False
771,אבי (משה) דיכטר,62,"ועדה משותפת של ועדת החוץ והביטחון וועדת החוקה, חוק ומשפט בהתאם לחוק שירות ביטחון - פטור מטעמי הכרה דתית
",False
771,אבי (משה) דיכטר,66,"ועדה משותפת של ועדת החוקה, חוק ומשפט, ועדת הפנים והגנת הסביבה וועדת המדע והטכנולוגיה לפי חוק אמצעי זיהוי ביומטריים",False
771,אבי (משה) דיכטר,80,"ועדה משותפת של ועדת הכספים וועדת העבודה לדיון בסעיפים 31 ו-32 בהצ""ח ההתייעלות הכלכלית לשנות התקציב 2015 ו-2016",False
771,אבי (משה) דיכטר,97,"ועדה משותפת של ועדת המדע וועדת החוקה, חוק ומשפט, לפי חוק פיקוח אלקטרוני על עצור ועל אסיר משוחרר על תנאי",False
771,אבי (משה) דיכטר,90,"ועדה משותפת של ועדת העבודה הרווחה והבריאות וועדת העליה, הקליטה והתפוצות לדיון בהצעת חוק לתיקון פקודת רופאי השיניים (מספר 6) ",False
771,אבי (משה) דיכטר,114,"ועדה משותפת של ועדת חוקה חוק ומשפט, ועדת החוץ והביטחון לדיון בהצ""ח הסדרת ההתיישבות ביהודה והשומרון (פ/3459/20)",False
771,אבי (משה) דיכטר,34,ועדת האתיקה,False
771,אבי (משה) דיכטר,25,ועדת החוץ והביטחון,True
771,אבי (משה) דיכטר,5,"ועדת החוקה, חוק ומשפט",False
771,אבי (משה) דיכטר,6,"ועדת החינוך, התרבות והספורט",False
771,אבי (משה) דיכטר,2,ועדת הכלכלה,False
771,אבי (משה) דיכטר,1,ועדת הכנסת,False
771,אבי (משה) דיכטר,9,ועדת הכספים,False
771,אבי (משה) דיכטר,8,ועדת  המדע  והטכנולוגיה,False
771,אבי (משה) דיכטר,102,ועדת המשנה לבחינה ומעקב אחר הפקת גז ונפט בטכנולוגיות לא קונבנציונליות ומתחדשות,False
771,אבי (משה) דיכטר,83,ועדת המשנה לבחינת הגורמים למחסור במזון בתקופת החגים,False
771,אבי (משה) דיכטר,53,ועדת המשנה לבחינת מוכנות העורף ,False
771,אבי (משה) דיכטר,44,ועדת המשנה לבחינת מוכנות העורף במצבי חירום,False
771,אבי (משה) דיכטר,64,ועדת המשנה לביטוח,False
771,אבי (משה) דיכטר,106,ועדת המשנה להגנה בסייבר,False
771,אבי (משה) דיכטר,104,ועדת המשנה לחינוך בלתי פורמלי,False
771,אבי (משה) דיכטר,72,ועדת המשנה לטיפול ולתקצוב נושא השמיטה,False
771,אבי (משה) דיכטר,41,ועדת המשנה לכח אדם בצה”ל ,False
771,אבי (משה) דיכטר,108,ועדת המשנה ללוחמה משפטית,False
771,אבי (משה) דיכטר,69,ועדת המשנה למאבק בהון השחור,False
771,אבי (משה) דיכטר,59,ועדת המשנה למאבק בסחר בנשים ובזנות,False
771,אבי (משה) דיכטר,38,ועדת המשנה למאבק בתאונות דרכים בראשות חבר הכנסת דוד צור ,False
771,אבי (משה) דיכטר,39,ועדת המשנה למגזר ערבי,False
771,אבי (משה) דיכטר,54,ועדת המשנה למדיניות חוץ והסברה,False
771,אבי (משה) דיכטר,51,"ועדת המשנה למודיעין, שירותים חשאיים ושבויים ונעדרים",False
771,אבי (משה) דיכטר,52,ועדת המשנה למוכנות ולביטחון שוטף,False
771,אבי (משה) דיכטר,42,"ועדת המשנה לנושא ביטחון, יחסי חוץ וקשרי מסחר בינלאומיים",False
771,אבי (משה) דיכטר,55,ועדת המשנה לנושא החלל,False
771,אבי (משה) דיכטר,49,ועדת המשנה לנושאים ביטחוניים ואזרחיים ביהודה ושומרון  ,False
771,אבי (משה) דיכטר,92,ועדת המשנה לנושא קידום טכנולוגיות לאנרגיה מתחדשת - פיקוח ומעקב אחר יישום החלטות ועידת פריז,False
771,אבי (משה) דיכטר,40,ועדת המשנה לספורט,False
771,אבי (משה) דיכטר,100,ועדת המשנה לעניין אישור צו העונשין ,False
771,אבי (משה) דיכטר,110,ועדת המשנה לעניין בדיקת תשלומי מזונות מהמוסד לביטוח לאומי,False
771,אבי (משה) דיכטר,119,ועדת המשנה לעניין בטיחות בעבודה בענף הבנין,False
771,אבי (משה) דיכטר,111,ועדת המשנה לעניין מעקב אחר ניתוק החקיקה ממצב חירום,False
771,אבי (משה) דיכטר,109,"ועדת המשנה לעניין צו העונשין (עניין סודי) התשע""ו (2016 - צו קצא""א)",False
771,אבי (משה) דיכטר,99,ועדת המשנה לעניין ציר עוקף חוסן,False
771,אבי (משה) דיכטר,65,"ועדת המשנה לעניין תוכנית ""מעגלי תעסוקה"" של משרד הכלכלה",False
771,אבי (משה) דיכטר,61,ועדת המשנה לענין תקנות ניירות ערך (זירת סוחר לחשבונו העצמי),False
771,אבי (משה) דיכטר,45,ועדת המשנה לעסקים קטנים ובינוניים,False
771,אבי (משה) דיכטר,107,ועדת המשנה לתכנון לאומי,False
771,אבי (משה) דיכטר,10,"ועדת העבודה, הרווחה והבריאות",False
771,אבי (משה) דיכטר,3,"ועדת העלייה, הקליטה והתפוצות",False
771,אבי (משה) דיכטר,4,ועדת הפנים והגנת הסביבה,False
771,אבי (משה) דיכטר,17,ועדת חקירה פרלמנטרית בנושא קליטת עובדים ערבים בשירות הציבורי,False
771,אבי (משה) דיכטר,77,ועדת משנה לבדיקת סוגיות תכנון וסביבה במפרץ חיפה,False
771,אבי (משה) דיכטר,79,ועדת משנה לבחינת בעיית העובדים הזרים  ,False
771,אבי (משה) דיכטר,120,ועדת משנה לבחינת התנהלות הבנקים והגופים המוסדיים בהעמדת אשראי ללווים מסוימים,False
771,אבי (משה) דיכטר,46,ועדת משנה לבטיחות בדרכים,False
771,אבי (משה) דיכטר,94,ועדת משנה לדיון בהמלצות לשינויים בתנאי חברי הכנסת והיועצים הפרלמנטריים,False
771,אבי (משה) דיכטר,98,ועדת משנה לחינוך בלתי פורמלי,False
771,אבי (משה) דיכטר,86,ועדת משנה לטיפול בצעירים וצעירות חסרי בית,False
771,אבי (משה) דיכטר,13,ועדת משנה למאבק בסחר בנשים,False
771,אבי (משה) דיכטר,73,"ועדת משנה לנושא הספקת גז טבעי לתעשייה, בראשות חה""כ אבישי ברוורמן",False
771,אבי (משה) דיכטר,76,ועדת משנה לנושא כבאות והצלה ,False
771,אבי (משה) דיכטר,57,ועדת משנה לנושא: פנסיה בקיבוץ המתחדש  ,False
771,אבי (משה) דיכטר,74,"ועדת משנה לנושא תשתיות התעופה האזרחית בישראל, הבינלאומית והפנים-ארצית בראשות ח""כ יצחק וקנין",False
771,אבי (משה) דיכטר,84,ועדת משנה לעניין הרפורמה בבריאות הנפש,False
771,אבי (משה) דיכטר,85,ועדת משנה לעניין מעמד הקשיש,False
771,אבי (משה) דיכטר,101,ועדת משנה לענייני תכנון ובנייה ברשויות הדרוזיות,False
771,אבי (משה) דיכטר,67,ועדת משנה לפיקוח על יישום חוק קידום התחרות בענף המזון בראשות חבר הכנסת יעקב אשר,False
771,אבי (משה) דיכטר,81,ועדת משנה לצער בעלי חיים,False
771,אבי (משה) דיכטר,68,ועדת משנה לקידום אנרגיה ירוקה בראשות חבר הכנסת חנא סוויד,False
771,אבי (משה) דיכטר,88,ועדת משנה לקידום עסקים קטנים ובינוניים,False
771,אבי (משה) דיכטר,56,ועדת משנה לתחבורה ציבורית,False
771,אבי (משה) דיכטר,48,ועדת משנה לתקנות חוק שוויון זכויות לאנשים עם מוגבלות,False
771,אבי (משה) דיכטר,95,ועדת משנה של ועדת הכנסת לדיון בנושא: ייצוג הכנסת על ידי חברי כנסת ושרים לשעבר בטכסי זיכרון לחללי מערכות ישראל ולנפגעי פעולות האיבה,False
771,אבי (משה) דיכטר,121,מבוטל,False
771,אבי (משה) דיכטר,115,"פרק י' (תשתיות להולכה ולאחסון של נפט), מתוך הצעת חוק ההתייעלות הכלכלית (תיקוני חקיקה להשגת יעדי התקציב לשנות 2017 ו-2018), התשע""ז-2016",False
932,אברהם נגוסה,16,(!!!INVALID!!!) ועדה מיוחדת למאבק בנגעי הסמים והאלכוהול (!!!INVALID!!!),False
932,אברהם נגוסה,30,"הוועדה המיוחדת לדיון בהצ""ח התכנון והבנייה (תיקון - פיצול דירות), בהצ""ח בעניין תקופת לידה והורות ובהצ""ח התכנון והבנייה (תיקון-דיור בהישג יד) (פ/3029) ",False
932,אברהם נגוסה,35,הוועדה המיוחדת לדיון בהצעה לסדר היום בנושא קשיים ברפורמה בשירות המדינה,False
932,אברהם נגוסה,33,הוועדה המיוחדת לדיון בהצעת חוק הרשות הממשלתית להתחדשות עירונית ובסעיפים מהצעת חוק התכנית הכלכלית,False
932,אברהם נגוסה,29,הוועדה המיוחדת לדיון בהצעת חוק-יסוד: הממשלה (תיקון מס' 3 והוראת שעה לכנסת ה-20),False
932,אברהם נגוסה,36,הוועדה המיוחדת לצדק חלוקתי ולשוויון חברתי,False
932,אברהם נגוסה,103,הוועדה המיוחדת לצדק חלוקתי ולשוויון חברתי,False
932,אברהם נגוסה,26,הוועדה המסדרת,False
932,אברהם נגוסה,58,הוועדה המשותפת לוועדת הכלכלה ולוועדה לקידום מעמד האישה בהתאם לחוק זכויות הדייר בדיור הציבורי,False
932,אברהם נגוסה,18,הוועדה המשותפת לנושא סביבה ובריאות,False
932,אברהם נגוסה,60,הועדה משותפת בנושא נפגעים באירועי ספורט המוניים וגל אירועי גזענות ואלימות בספורט,False
932,אברהם נגוסה,28,וועדה מיוחדת לדיון בהצעת חוק-יסוד: הממשלה (תיקון מס' 3 והוראת שעה לכנסת ה-20),False
932,אברהם נגוסה,7,ועדה לענייני ביקורת המדינה,True
932,אברהם נגוסה,11,ועדה לקידום מעמד האישה ולשוויון מגדרי,False
932,אברהם נגוסה,12,ועדה מיוחדת לבעיית העובדים הזרים,False
932,אברהם נגוסה,20,"ועדה מיוחדת לדיון בהצעת החוק בעניין השוויון בנטל בשירות הצבאי, בשירות האזרחי ובשוק העבודה ולהסדרת מעמדם של תלמידי הישיבות",False
932,אברהם נגוסה,24,ועדה מיוחדת לדיון בהצעת חוק השידור הציבורי,False
932,אברהם נגוסה,31,"ועדה מיוחדת לדיון בהצעת חוק השידור הציבורי (תיקון), התשע""ה-2015 ",False
932,אברהם נגוסה,15,ועדה מיוחדת לזכויות הילד,False
932,אברהם נגוסה,32,ועדה מיוחדת ליישום הנגשת המידע הממשלתי ועקרונות שקיפותו לציבור,False
932,אברהם נגוסה,23,ועדה מיוחדת למאבק בנגעי הסמים והאלכוהול,True
932,אברהם נגוסה,14,ועדה מיוחדת לפניות הציבור,False
932,אברהם נגוסה,117,"ועדה מיוחדת לפרשת היעלמותם של ילדי תימן, מזרח והבלקן",False
932,אברהם נגוסה,27,ועדה מסדרת,True
932,אברהם נגוסה,113,"ועדה משותפת חו""ב וכספים לנושא פרק ה, סעיפים 30 עד 41 (עקרונות לקביעת תקציב הביטחון)",False
932,אברהם נגוסה,82,ועדה משותפת חוץ וביטחון ופנים לדיון בהארכת תוקף חוק האזרחות והכניסה לישראל,False
932,אברהם נגוסה,87,ועדה משותפת חוץ וביטחון-חוקה לעניין הצורך להכריז על מצב חירום,False
932,אברהם נגוסה,118,"ועדה משותפת כלכלה ופנים לדיון בהצ""ח תאגידי מים וביוב",False
932,אברהם נגוסה,122,"ועדה משותפת (כלכלה+כנסת) לדיון בהצ""ח השידור הציבורי הישראלי (תיקון מספר 7), התשע""ז-2017",False
932,אברהם נגוסה,63,ועדה משותפת כלכלה - כספים לקידום התחרות בענף המזון,False
932,אברהם נגוסה,70,"ועדה משותפת לדיון בהצעות חוק הביטוח הלאומי (חישוב דמי לידה למבוטחת עצמאית), התשע""ד-2014",False
932,אברהם נגוסה,71,"ועדה משותפת לדיון בהצעת חוק למניעת הטרדה מינית (תיקון - העברת נטל ההוכחה במקרה של פיטורין בשל הגשת תלונה על הטרדה מינית), התשע""ג-2013",False
932,אברהם נגוסה,105,"ועדה משותפת לדיון בהצעת חוק מימון מפלגות (תיקון - הגדרת גוף פעיל בבחירות) התשע""ו-2016 (פ/2785/20) של ועדת הכנסת וועדת החוקה חוק ומשפט",False
932,אברהם נגוסה,91,"ועדה משותפת לוועדה המיוחדת לדיון בהצעות חוק הרשות הממשלתית להתחדשות עירונית, הצ""ח שירותים פיננסיים והצ""ח לתיקון פקודת מס הכנסה ולוועדת הכלכלה",False
932,אברהם נגוסה,96,ועדה משותפת לוועדה המיוחדת להתחדשות עירונית ולוועדת החוקה בהצעת חוק פינוי בינוי (פיצויים)(תיקון מס 4,False
932,אברהם נגוסה,116,ועדה משותפת לוועדת החוקה והמדע לדיון בהצעות חוק בנושא הסרת תוכן שפרסומו מהווה עבירה מרשת האינטרנט,False
932,אברהם נגוסה,112,"ועדה משותפת לוועדת החוקה וחו""ב לדיון בהצעות חוק ההסדרה",False
932,אברהם נגוסה,47,"ועדה משותפת לוועדת החוקה, חוק ומשפט וועדת החוץ והביטחון לפי סעיף 4(ה) לחוק האזנת סתר",False
932,אברהם נגוסה,78,"ועדה משותפת לוועדת החוקה, חוק ומשפט ולוועדת הכספים לפי חוק ביטוח רכב מנועי",False
932,אברהם נגוסה,75,"ועדה משותפת לוועדת הכלכלה ולוועדת החינוך, התרבות והספורט לפי חוק הרשות השניה לטלוויזיה ורדיו",False
932,אברהם נגוסה,89,"ועדה משותפת לוועדת העבודה, הרווחה והבריאות וועדת החוץ והביטחון לפי חוק השירות הלאומי-אזרחי, התשע""ד-2014",False
932,אברהם נגוסה,93,"ועדה משותפת לוועדת הפנים והגנת הסביבה וועדת הכלכלה לדיון בהצעת חוק המים (תיקון מספר 27), התשע""ו-2016 (מ/1008) ",False
932,אברהם נגוסה,50,ועדה משותפת לעניין חוק נכסים של נספי שואה,False
932,אברהם נגוסה,37,ועדה משותפת לתקציב הביטחון,False
932,אברהם נגוסה,43,ועדה משותפת לתקציב הכנסת,False
932,אברהם נגוסה,62,"ועדה משותפת של ועדת החוץ והביטחון וועדת החוקה, חוק ומשפט בהתאם לחוק שירות ביטחון - פטור מטעמי הכרה דתית
",False
932,אברהם נגוסה,66,"ועדה משותפת של ועדת החוקה, חוק ומשפט, ועדת הפנים והגנת הסביבה וועדת המדע והטכנולוגיה לפי חוק אמצעי זיהוי ביומטריים",False
932,אברהם נגוסה,80,"ועדה משותפת של ועדת הכספים וועדת העבודה לדיון בסעיפים 31 ו-32 בהצ""ח ההתייעלות הכלכלית לשנות התקציב 2015 ו-2016",False
932,אברהם נגוסה,97,"ועדה משותפת של ועדת המדע וועדת החוקה, חוק ומשפט, לפי חוק פיקוח אלקטרוני על עצור ועל אסיר משוחרר על תנאי",False
932,אברהם נגוסה,90,"ועדה משותפת של ועדת העבודה הרווחה והבריאות וועדת העליה, הקליטה והתפוצות לדיון בהצעת חוק לתיקון פקודת רופאי השיניים (מספר 6) ",False
932,אברהם נגוסה,114,"ועדה משותפת של ועדת חוקה חוק ומשפט, ועדת החוץ והביטחון לדיון בהצ""ח הסדרת ההתיישבות ביהודה והשומרון (פ/3459/20)",False
932,אברהם נגוסה,34,ועדת האתיקה,False
932,אברהם נגוסה,25,ועדת החוץ והביטחון,False
932,אברהם נגוסה,5,"ועדת החוקה, חוק ומשפט",False
932,אברהם נגוסה,6,"ועדת החינוך, התרבות והספורט",False
932,אברהם נגוסה,2,ועדת הכלכלה,False
932,אברהם נגוסה,1,ועדת הכנסת,True
932,אברהם נגוסה,9,ועדת הכספים,False
932,אברהם נגוסה,8,ועדת  המדע  והטכנולוגיה,False
932,אברהם נגוסה,102,ועדת המשנה לבחינה ומעקב אחר הפקת גז ונפט בטכנולוגיות לא קונבנציונליות ומתחדשות,False
932,אברהם נגוסה,83,ועדת המשנה לבחינת הגורמים למחסור במזון בתקופת החגים,False
932,אברהם נגוסה,53,ועדת המשנה לבחינת מוכנות העורף ,False
932,אברהם נגוסה,44,ועדת המשנה לבחינת מוכנות העורף במצבי חירום,False
932,אברהם נגוסה,64,ועדת המשנה לביטוח,False
932,אברהם נגוסה,106,ועדת המשנה להגנה בסייבר,False
932,אברהם נגוסה,104,ועדת המשנה לחינוך בלתי פורמלי,False
932,אברהם נגוסה,72,ועדת המשנה לטיפול ולתקצוב נושא השמיטה,False
932,אברהם נגוסה,41,ועדת המשנה לכח אדם בצה”ל ,False
932,אברהם נגוסה,108,ועדת המשנה ללוחמה משפטית,False
932,אברהם נגוסה,69,ועדת המשנה למאבק בהון השחור,False
932,אברהם נגוסה,59,ועדת המשנה למאבק בסחר בנשים ובזנות,False
932,אברהם נגוסה,38,ועדת המשנה למאבק בתאונות דרכים בראשות חבר הכנסת דוד צור ,False
932,אברהם נגוסה,39,ועדת המשנה למגזר ערבי,False
932,אברהם נגוסה,54,ועדת המשנה למדיניות חוץ והסברה,False
932,אברהם נגוסה,51,"ועדת המשנה למודיעין, שירותים חשאיים ושבויים ונעדרים",False
932,אברהם נגוסה,52,ועדת המשנה למוכנות ולביטחון שוטף,False
932,אברהם נגוסה,42,"ועדת המשנה לנושא ביטחון, יחסי חוץ וקשרי מסחר בינלאומיים",False
932,אברהם נגוסה,55,ועדת המשנה לנושא החלל,False
932,אברהם נגוסה,49,ועדת המשנה לנושאים ביטחוניים ואזרחיים ביהודה ושומרון  ,False
932,אברהם נגוסה,92,ועדת המשנה לנושא קידום טכנולוגיות לאנרגיה מתחדשת - פיקוח ומעקב אחר יישום החלטות ועידת פריז,False
932,אברהם נגוסה,40,ועדת המשנה לספורט,False
932,אברהם נגוסה,100,ועדת המשנה לעניין אישור צו העונשין ,False
932,אברהם נגוסה,110,ועדת המשנה לעניין בדיקת תשלומי מזונות מהמוסד לביטוח לאומי,False
932,אברהם נגוסה,119,ועדת המשנה לעניין בטיחות בעבודה בענף הבנין,False
932,אברהם נגוסה,111,ועדת המשנה לעניין מעקב אחר ניתוק החקיקה ממצב חירום,False
932,אברהם נגוסה,109,"ועדת המשנה לעניין צו העונשין (עניין סודי) התשע""ו (2016 - צו קצא""א)",False
932,אברהם נגוסה,99,ועדת המשנה לעניין ציר עוקף חוסן,False
932,אברהם נגוסה,65,"ועדת המשנה לעניין תוכנית ""מעגלי תעסוקה"" של משרד הכלכלה",False
932,אברהם נגוסה,61,ועדת המשנה לענין תקנות ניירות ערך (זירת סוחר לחשבונו העצמי),False
932,אברהם נגוסה,45,ועדת המשנה לעסקים קטנים ובינוניים,False
932,אברהם נגוסה,107,ועדת המשנה לתכנון לאומי,False
932,אברהם נגוסה,10,"ועדת העבודה, הרווחה והבריאות",True
932,אברהם נגוסה,3,"ועדת העלייה, הקליטה והתפוצות",True
932,אברהם נגוסה,4,ועדת הפנים והגנת הסביבה,False
932,אברהם נגוסה,17,ועדת חקירה פרלמנטרית בנושא קליטת עובדים ערבים בשירות הציבורי,False
932,אברהם נגוסה,77,ועדת משנה לבדיקת סוגיות תכנון וסביבה במפרץ חיפה,False
932,אברהם נגוסה,79,ועדת משנה לבחינת בעיית העובדים הזרים  ,False
932,אברהם נגוסה,120,ועדת משנה לבחינת התנהלות הבנקים והגופים המוסדיים בהעמדת אשראי ללווים מסוימים,False
932,אברהם נגוסה,46,ועדת משנה לבטיחות בדרכים,False
932,אברהם נגוסה,94,ועדת משנה לדיון בהמלצות לשינויים בתנאי חברי הכנסת והיועצים הפרלמנטריים,False
932,אברהם נגוסה,98,ועדת משנה לחינוך בלתי פורמלי,False
932,אברהם נגוסה,86,ועדת משנה לטיפול בצעירים וצעירות חסרי בית,False
932,אברהם נגוסה,13,ועדת משנה למאבק בסחר בנשים,False
932,אברהם נגוסה,73,"ועדת משנה לנושא הספקת גז טבעי לתעשייה, בראשות חה""כ אבישי ברוורמן",False
932,אברהם נגוסה,76,ועדת משנה לנושא כבאות והצלה ,False
932,אברהם נגוסה,57,ועדת משנה לנושא: פנסיה בקיבוץ המתחדש  ,False
932,אברהם נגוסה,74,"ועדת משנה לנושא תשתיות התעופה האזרחית בישראל, הבינלאומית והפנים-ארצית בראשות ח""כ יצחק וקנין",False
932,אברהם נגוסה,84,ועדת משנה לעניין הרפורמה בבריאות הנפש,False
932,אברהם נגוסה,85,ועדת משנה לעניין מעמד הקשיש,False
932,אברהם נגוסה,101,ועדת משנה לענייני תכנון ובנייה ברשויות הדרוזיות,False
932,אברהם נגוסה,67,ועדת משנה לפיקוח על יישום חוק קידום התחרות בענף המזון בראשות חבר הכנסת יעקב אשר,False
932,אברהם נגוסה,81,ועדת משנה לצער בעלי חיים,False
932,אברהם נגוסה,68,ועדת משנה לקידום אנרגיה ירוקה בראשות חבר הכנסת חנא סוויד,False
932,אברהם נגוסה,88,ועדת משנה לקידום עסקים קטנים ובינוניים,False
932,אברהם נגוסה,56,ועדת משנה לתחבורה ציבורית,False
932,אברהם נגוסה,48,ועדת משנה לתקנות חוק שוויון זכויות לאנשים עם מוגבלות,False
932,אברהם נגוסה,95,ועדת משנה של ועדת הכנסת לדיון בנושא: ייצוג הכנסת על ידי חברי כנסת ושרים לשעבר בטכסי זיכרון לחללי מערכות ישראל ולנפגעי פעולות האיבה,False
932,אברהם נגוסה,121,מבוטל,False
932,אברהם נגוסה,115,"פרק י' (תשתיות להולכה ולאחסון של נפט), מתוך הצעת חוק ההתייעלות הכלכלית (תיקוני חקיקה להשגת יעדי התקציב לשנות 2017 ו-2018), התשע""ז-2016",False
937,אוסאמה סעדי,16,(!!!INVALID!!!) ועדה מיוחדת למאבק בנגעי הסמים והאלכוהול (!!!INVALID!!!),False
